"TABLE_NAME"~"COLUMN_NAME"~"DATA_TYPE"~"CONSTRAINT_TYPE"
USER_ARGUMENTS~OBJECT_NAME~VARCHAR2~
USER_ARGUMENTS~PACKAGE_NAME~VARCHAR2~
USER_ARGUMENTS~OBJECT_ID~NUMBER~
USER_ARGUMENTS~OVERLOAD~VARCHAR2~
USER_ARGUMENTS~SUBPROGRAM_ID~NUMBER~
USER_ARGUMENTS~ARGUMENT_NAME~VARCHAR2~
DUAL~DUMMY~VARCHAR2~
SYSTEM_PRIVILEGE_MAP~PRIVILEGE~NUMBER~
SYSTEM_PRIVILEGE_MAP~NAME~VARCHAR2~
SYSTEM_PRIVILEGE_MAP~PROPERTY~NUMBER~
TABLE_PRIVILEGE_MAP~PRIVILEGE~NUMBER~
TABLE_PRIVILEGE_MAP~NAME~VARCHAR2~
STMT_AUDIT_OPTION_MAP~OPTION#~NUMBER~
STMT_AUDIT_OPTION_MAP~NAME~VARCHAR2~
STMT_AUDIT_OPTION_MAP~PROPERTY~NUMBER~
FINALHIST$~ENDPOINT~NUMBER~
FINALHIST$~EPVALUE~VARCHAR2~
FINALHIST$~BUCKET~NUMBER~
FINALHIST$~SPARE1~VARCHAR2~
FINALHIST$~SPARE2~NUMBER~
FINALHIST$~SPARE3~NUMBER~
FINALHIST$~EPVALUE_RAW~RAW~
FINALHIST$~EPREPCNT~NUMBER~
ALL_XML_SCHEMAS2~OWNER~VARCHAR2~
ALL_XML_SCHEMAS2~SCHEMA_URL~VARCHAR2~
ALL_XML_SCHEMAS2~LOCAL~VARCHAR2~
ALL_XML_SCHEMAS2~INT_OBJNAME~VARCHAR2~
ALL_XML_SCHEMAS2~QUAL_SCHEMA_URL~VARCHAR2~
ALL_CUBES~CUBE_STORAGE_TYPE~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~TIMESTAMP~DATE~
V_$ADVISOR_CURRENT_SQLPLAN~OPERATION~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~OPTIONS~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~OBJECT_NODE~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~OBJECT#~NUMBER~
V_$ADVISOR_CURRENT_SQLPLAN~OBJECT_OWNER~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~OBJECT_NAME~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~OBJECT_ALIAS~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~OBJECT_TYPE~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~OPTIMIZER~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~ID~NUMBER~
V_$ADVISOR_CURRENT_SQLPLAN~PARENT_ID~NUMBER~
V_$ADVISOR_CURRENT_SQLPLAN~DEPTH~NUMBER~
V_$ADVISOR_CURRENT_SQLPLAN~POSITION~NUMBER~
V_$ADVISOR_CURRENT_SQLPLAN~SEARCH_COLUMNS~NUMBER~
V_$ADVISOR_CURRENT_SQLPLAN~COST~NUMBER~
V_$ADVISOR_CURRENT_SQLPLAN~CARDINALITY~NUMBER~
V_$ADVISOR_CURRENT_SQLPLAN~BYTES~NUMBER~
V_$ADVISOR_CURRENT_SQLPLAN~OTHER_TAG~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~PARTITION_START~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~PARTITION_STOP~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~PARTITION_ID~NUMBER~
V_$ADVISOR_CURRENT_SQLPLAN~OTHER~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~DISTRIBUTION~VARCHAR2~
V_$ADVISOR_CURRENT_SQLPLAN~CPU_COST~NUMBER~
V_$ADVISOR_CURRENT_SQLPLAN~IO_COST~NUMBER~
KU$_NIOTABLE_DATA_VIEW~PARTTYPE~NUMBER~
KU$_NIOTABLE_DATA_VIEW~PROPERTY~NUMBER~
KU$_NIOTABLE_DATA_VIEW~PROPERTY2~NUMBER~
